id,name,now_cost,position,team,total_points,expected_goals_conceded_per_90,expected_goals_conceded,form,team_join_date,transfers_in,goals_conceded,saves_per_90,minutes,now_cost_rank_type,value_season,mng_underdog_draw,goals_conceded_per_90,penalties_missed,creativity,selected_rank,ict_index_rank_type,transfers_out_event,mng_clean_sheets,birth_date,starts,mng_goals_scored,penalties_saved,expected_goals,expected_assists_per_90,creativity_rank,mng_win,news_added,saves,clean_sheets,own_goals,bonus,chance_of_playing_next_round,ep_this,points_per_game_rank_type,ict_index,transfers_out,opta_code,direct_freekicks_order,clean_sheets_per_90,can_select,selected_by_percent,mng_underdog_win,corners_and_indirect_freekicks_order,cost_change_start_fall,dreamteam_count,points_per_game_rank,assists,expected_goal_involvements,event_points,points_per_game,yellow_cards,cost_change_event_fall,mng_draw,starts_per_90,threat_rank,cost_change_event,bps,selected_rank_type,influence_rank,penalties_order,in_dreamteam,red_cards,region,threat_rank_type,cost_change_start,value_form,chance_of_playing_this_round,form_rank,transfers_in_event,influence,web_name,news,mng_loss,creativity_rank_type,expected_goals_per_90,now_cost_rank,form_rank_type,ict_index_rank,influence_rank_type,ep_next,goals_scored,expected_goal_involvements_per_90,expected_assists,status,threat
792,Jeremy Monga,45,MID,Leicester,5,1.3,0.72,0.8,2025-02-06,204,1,0.0,50,311,1.1,0,1.8,0,1.2,787,236,2,0,2009-07-10,0,0,0,0.00,0.0,490,0,2025-04-12T20:00:08.688134Z,0,0,0,0,100.0,-0.2,229,2.0,74,p649208,,0.0,True,0.0,0,,0,0,501,0,0.00,1,1.0,0,0,0,0.0,458,0,17,337,488,,False,0,241.0,233,0,0.2,100.0,303,9,15.2,Monga,,0,240,0.0,492,144,509,226,0.8,0,0.0,0.00,a,4.0
796,Olabade Aluko,40,DEF,Leicester,0,0.0,0.00,0.0,2025-04-11,99,0,0.0,0,231,0.0,0,0.0,0,0.0,786,245,3,0,2006-11-30,0,0,0,0.00,0.0,639,0,,0,0,0,0,,-1.0,245,0.0,47,p619146,,0.0,True,0.0,0,,0,0,659,0,0.00,0,0.0,0,0,0,0.0,603,0,0,264,651,,False,0,241.0,237,0,0.0,,541,4,0.0,Olabade Aluko,,0,244,0.0,726,210,651,245,0.0,0,0.0,0.00,a,0.0
797,Jake Evans,45,MID,Leicester,2,0.39,0.03,0.4,2025-04-11,83,0,0.0,7,310,0.4,0,0.0,0,0.1,795,251,0,0,2008-06-04,0,0,0,0.00,0.0,522,0,,0,0,0,0,,-0.6,228,0.1,25,p630664,,0.0,True,0.0,0,,0,0,499,0,0.00,0,1.0,0,0,0,0.0,748,0,6,342,541,,False,0,241.0,320,0,0.1,,368,1,1.0,Jake Evans,,0,253,0.0,490,173,544,251,0.4,0,0.0,0.00,a,0.0
310,Alisson Ramses Becker,55,GKP,Liverpool,103,0.84,20.84,2.6,2018-07-19,1622060,23,2.45,2238,1,18.7,0,0.92,0,13.0,45,20,761,0,1992-10-02,25,0,0,0.00,0.01,439,0,2025-03-22T01:00:07.863924Z,61,10,0,9,100.0,2.6,6,51.7,1998506,p116535,,0.4,True,8.4,0,,0,2,40,0,0.20,0,4.1,0,0,0,1.01,791,0,405,8,129,,False,0,30.0,81,0,0.5,100.0,136,903,505.6,A.Becker,,0,10,0.0,107,13,280,20,3.6,0,0.01,0.20,a,0.0
311,Trent Alexander-Arnold,72,DEF,Liverpool,146,0.79,20.25,2.2,2015-07-01,4674869,24,0.0,2294,1,20.3,0,0.94,0,802.7,22,3,2241,0,1998-10-07,28,0,0,1.75,0.27,16,0,2025-03-12T11:30:07.218287Z,0,12,0,13,100.0,2.2,1,178.0,6139795,p169187,1.0,0.47,True,16.9,0,1.0,-2,4,19,7,8.55,0,4.7,5,0,0,1.1,118,0,592,9,44,,True,0,241.0,11,2,0.3,100.0,169,2464,713.0,Alexander-Arnold,,0,2,0.07,23,46,42,17,3.2,3,0.34,6.80,a,266.0
312,Stefan Bajčetić Maquieira,45,MID,Liverpool,0,0.0,0.00,0.0,,2712,0,0.0,0,282,0.0,0,0.0,0,0.0,605,303,0,0,,0,0,0,0.00,0.0,730,0,2024-08-31T06:19:45.092198Z,0,0,0,0,0.0,0.0,304,0.0,17661,p535928,,0.0,False,0.0,0,,0,0,738,0,0.00,0,0.0,0,0,0,0.0,714,0,0,237,734,,False,0,,296,0,0.0,0.0,669,0,0.0,Bajcetic,Loaned to RB Salzburg,0,303,0.0,446,262,734,303,0.0,0,0.0,0.00,u,0.0
313,Conor Bradley,47,DEF,Liverpool,35,1.36,8.40,3.0,2023-09-25,185567,6,0.0,557,47,7.4,0,0.97,0,84.7,213,110,170,0,2003-07-09,4,0,0,0.59,0.1,308,0,2025-04-27T22:30:08.305429Z,0,3,0,3,100.0,3.0,82,33.5,148167,p492777,,0.48,True,1.0,0,,3,0,253,1,1.18,0,2.2,3,0,0,0.65,216,0,136,81,374,,False,0,242.0,53,-3,0.6,100.0,104,870,106.8,Bradley,,0,94,0.1,339,29,333,132,4.0,0,0.2,0.59,a,144.0
315,Bobby Clark,45,MID,Liverpool,0,0.0,0.00,0.0,,444,0,0.0,0,258,0.0,0,0.0,0,0.0,705,285,1,0,,0,0,0,0.00,0.0,710,0,2024-08-22T11:22:35.466323Z,0,0,0,0,0.0,0.0,286,0.0,5341,p491970,,0.0,False,0.0,0,,0,0,718,0,0.00,0,0.0,0,0,0,0.0,691,0,0,288,713,,False,0,,277,0,0.0,0.0,645,0,0.0,Clark,Transferred to RB Salzburg,0,285,0.0,416,241,713,285,0.0,0,0.0,0.00,u,0.0
316,Darwin Núñez Ribeiro,70,FWD,Liverpool,63,1.24,14.28,0.4,2022-06-14,432116,18,0.0,1034,13,9.0,0,1.57,0,125.2,146,26,156,0,1999-06-24,8,0,0,5.22,0.04,259,0,2025-01-31T15:00:09.018032Z,0,2,0,6,100.0,0.4,30,73.8,834498,p447203,,0.17,True,1.9,0,,5,1,247,3,5.66,0,2.3,8,0,0,0.7,83,0,234,21,265,3.0,False,0,230.0,25,-5,0.1,100.0,383,70,249.2,Darwin,,0,29,0.45,28,41,202,24,1.4,5,0.49,0.44,a,371.0
317,Diogo Teixeira da Silva,72,MID,Liverpool,85,0.88,11.12,0.8,2020-09-19,1297973,12,0.0,1143,14,11.8,0,0.94,0,167.3,117,83,213,0,1996-12-04,14,0,0,7.56,0.09,225,0,2025-01-17T11:30:07.995744Z,0,7,0,4,100.0,0.8,48,97.5,2688947,p194634,,0.55,True,2.6,0,,3,0,98,4,8.65,0,3.5,2,0,0,1.1,52,0,226,37,230,,False,0,173.0,32,-3,0.1,100.0,317,114,300.6,Diogo J.,,0,148,0.6,24,151,143,102,1.8,6,0.69,1.09,a,522.0
318,Ben Doak,45,MID,Liverpool,0,0.0,0.00,0.0,,1136,0,0.0,0,260,0.0,0,0.0,0,0.0,685,287,0,0,,0,0,0,0.00,0.0,712,0,2024-08-31T06:17:31.171503Z,0,0,0,0,0.0,0.0,288,0.0,5675,p496208,,0.0,False,0.0,0,,0,0,720,0,0.00,0,0.0,0,0,0,0.0,693,0,0,279,715,,False,0,,279,0,0.0,0.0,647,0,0.0,Doak,Loaned to Middlesbrough,0,287,0.0,418,243,715,287,0.0,0,0.0,0.00,u,0.0
319,Harvey Elliott,52,MID,Liverpool,18,1.24,3.53,0.6,2019-07-28,23208,3,0.0,257,102,3.5,0,1.05,0,96.4,349,186,12,0,2003-04-04,1,0,0,0.83,0.2,291,0,2024-09-08T23:00:06.842081Z,0,0,0,0,100.0,0.6,207,23.8,119421,p444884,,0.0,True,0.2,0,,3,0,434,1,1.41,0,1.2,1,0,0,0.35,275,0,69,108,431,,False,0,241.0,153,-3,0.1,100.0,345,19,48.0,Elliott,,0,175,0.29,173,164,376,197,1.6,0,0.49,0.58,a,92.0
320,Endo Wataru,46,MID,Liverpool,19,1.24,3.09,0.8,2023-08-18,22102,4,0.0,225,228,4.1,0,1.6,0,35.6,441,210,8,0,1993-02-09,1,0,0,0.00,0.03,384,0,,0,0,0,0,,0.8,208,8.7,35455,p158983,,0.0,True,0.1,0,,4,0,443,0,0.08,0,1.1,0,0,0,0.4,447,0,74,155,433,,False,0,108.0,229,-4,0.2,,304,10,46.4,Endo,,0,207,0.0,350,145,440,198,1.8,0,0.03,0.08,a,6.0
321,Cody Gakpo,72,FWD,Liverpool,109,0.91,17.29,2.2,2023-01-01,3396502,22,0.0,1704,10,15.1,0,1.16,0,460.2,79,13,869,0,1999-05-07,20,0,0,6.40,0.17,77,0,2025-03-06T00:00:09.307224Z,0,5,0,17,100.0,2.2,19,159.7,3379334,p243298,,0.26,True,4.8,0,,3,2,111,4,9.57,0,3.4,5,0,0,1.06,45,0,506,14,114,,False,0,152.0,19,-3,0.3,100.0,170,814,534.0,Gakpo,,0,3,0.34,25,17,62,12,3.2,9,0.51,3.18,a,601.0
322,Joe Gomez,47,DEF,Liverpool,14,0.94,5.38,0.0,2015-06-20,287149,8,0.0,517,44,3.0,0,1.39,0,38.5,286,128,12,0,1997-05-23,6,0,0,0.33,0.02,380,0,2025-02-12T12:30:09.561757Z,0,1,0,0,0.0,0.0,116,22.8,326251,p171287,,0.17,True,0.4,0,,3,0,362,0,0.42,0,1.6,1,0,0,1.04,310,0,83,108,357,,False,0,241.0,97,-3,0.0,0.0,709,3,130.4,Gomez,Hamstring injury - Expected back 19 May,0,132,0.06,324,253,378,127,0.0,0,0.08,0.09,i,58.0
323,Ryan Gravenberch,50,MID,Liverpool,89,0.84,27.21,2.0,2023-09-01,254776,29,0.0,2921,138,17.8,0,0.89,0,449.1,245,70,91,0,2002-05-16,34,0,0,1.02,0.1,80,0,2025-03-20T02:30:09.187586Z,0,14,0,1,100.0,2.0,82,109.8,230285,p441266,,0.43,True,0.7,0,,0,0,197,4,4.27,0,2.6,5,0,0,1.05,259,0,547,77,112,,False,0,152.0,147,0,0.4,100.0,183,80,536.2,Gravenberch,,0,61,0.03,219,79,117,40,3.0,0,0.13,3.25,a,111.0
324,Curtis Jones,53,MID,Liverpool,82,1.12,18.95,1.4,2018-04-06,171529,23,0.0,1519,90,15.5,0,1.36,0,299.2,335,81,33,0,2001-01-30,17,0,0,4.15,0.08,132,0,2025-02-12T22:30:09.769827Z,0,6,0,4,100.0,1.4,77,101.5,168219,p206915,,0.36,True,0.2,0,,2,1,186,5,5.51,0,2.7,1,0,0,1.01,87,0,362,103,191,,False,1,241.0,58,-2,0.3,100.0,259,15,357.4,Jones,,0,94,0.25,149,120,134,81,2.4,3,0.33,1.36,a,364.0
325,Caoimhin Kelleher,39,GKP,Liverpool,45,1.11,11.09,0.0,2016-08-06,786767,12,2.7,900,72,11.5,0,1.2,0,0.0,177,24,272,0,1998-11-23,10,0,1,0.00,0.0,553,0,,27,4,0,1,,0.0,2,22.4,736440,p200720,,0.4,True,1.3,0,,6,1,21,0,0.00,0,4.5,0,1,0,1.0,509,-1,156,26,275,,False,0,104.0,13,-6,0.0,,438,109,224.2,Kelleher,,0,33,0.0,748,35,380,24,1.0,0,0.0,0.00,a,0.0
326,Ibrahima Konaté,53,DEF,Liverpool,102,0.81,20.93,2.6,2021-07-01,3085738,22,0.0,2320,17,19.2,0,0.85,0,156.2,52,52,1268,0,1999-05-25,27,0,0,1.70,0.03,233,0,2024-11-28T10:30:07.514061Z,0,11,0,4,100.0,2.6,14,83.4,2649881,p204716,,0.43,True,7.2,0,,-3,0,82,2,2.56,0,3.6,5,0,0,1.05,230,0,470,18,108,,False,0,73.0,61,3,0.5,100.0,135,607,544.8,Konaté,,0,60,0.07,148,35,173,42,3.6,1,0.1,0.86,a,129.0
327,Luis Díaz,75,MID,Liverpool,172,0.79,19.60,3.8,2022-01-30,7273144,16,0.0,2220,11,22.9,0,0.65,0,722.7,23,9,4458,0,1997-01-13,26,0,0,9.87,0.17,27,0,2025-01-17T11:30:08.018487Z,0,15,0,20,100.0,3.8,6,229.2,6550537,p244731,,0.61,True,16.8,0,,0,3,12,7,14.09,0,5.2,2,0,0,1.05,16,0,593,6,40,,True,0,48.0,8,0,0.5,100.0,71,2829,717.6,Luis Díaz,,0,23,0.4,17,31,12,9,4.8,12,0.57,4.22,a,853.0
328,Mohamed Salah,137,MID,Liverpool,330,0.92,31.57,3.8,2017-07-01,6967557,34,0.0,3104,1,24.1,0,0.99,0,1110.1,1,1,6090,0,1992-06-15,35,0,0,23.44,0.24,3,0,,0,15,0,52,,3.8,1,449.3,3295014,p118748,,0.43,True,68.5,0,,-12,12,1,18,31.56,0,9.4,1,0,0,1.01,1,0,1096,1,1,2.0,True,0,63.0,1,12,0.3,,73,1912,1522.8,M.Salah,,0,3,0.68,2,33,1,1,4.8,28,0.92,8.12,a,1861.0
329,Alexis Mac Allister,62,MID,Liverpool,121,0.82,23.36,4.4,2023-06-14,344949,23,0.0,2573,36,19.5,0,0.8,0,715.5,143,38,316,0,1998-12-24,30,0,0,2.89,0.19,30,0,2025-02-25T10:30:08.078506Z,0,14,0,8,100.0,4.4,40,172.3,442946,p243016,,0.49,True,1.9,0,4.0,3,2,87,6,8.32,0,3.6,6,0,0,1.05,89,0,575,49,60,,False,0,10.0,60,-3,0.7,100.0,50,1025,651.4,Mac Allister,,0,26,0.1,63,20,53,18,5.4,5,0.29,5.43,a,357.0
330,James McConnell,43,MID,Liverpool,0,0.0,0.00,0.0,2023-07-18,11311,0,0.0,0,341,0.0,0,0.0,0,0.0,525,253,21,0,2004-09-13,0,0,0,0.00,0.0,658,0,2024-09-10T11:24:32.362482Z,0,0,0,0,100.0,0.0,256,0.0,11356,p491501,,0.0,True,0.1,0,,2,0,671,0,0.00,0,0.0,0,0,0,0.0,628,0,0,196,664,,False,0,241.0,243,-2,0.0,100.0,573,35,0.0,McConnell,,0,254,0.0,588,200,664,253,1.0,0,0.0,0.00,a,0.0
331,Tyler Morton,44,MID,Liverpool,0,0.0,0.00,0.0,2021-07-22,30275,0,0.0,0,317,0.0,0,0.0,0,0.0,475,256,5,0,2002-10-31,0,0,0,0.00,0.0,666,0,2025-02-07T16:30:07.536970Z,0,0,0,0,100.0,0.0,259,0.0,30853,p440148,,0.0,True,0.1,0,,1,0,677,0,0.00,0,0.0,0,0,0,0.0,641,0,0,174,670,,False,0,241.0,247,-1,0.0,100.0,591,4,0.0,Morton,,0,257,0.0,527,206,670,256,1.0,0,0.0,0.00,a,0.0
332,Nathaniel Phillips,40,DEF,Liverpool,0,0.0,0.00,0.0,,4026,0,0.0,0,170,0.0,0,0.0,0,0.0,528,201,1,0,,0,0,0,0.00,0.0,576,0,2024-08-31T06:18:33.693343Z,0,0,0,0,0.0,0.0,202,0.0,17742,p197464,,0.0,False,0.1,0,,0,0,601,0,0.00,0,0.0,0,0,0,0.0,537,0,0,184,592,,False,0,,189,0,0.0,0.0,469,0,0.0,N.Phillips,Loaned to Derby County,0,199,0.0,647,155,592,201,0.0,0,0.0,0.00,u,0.0
333,Jarell Quansah,39,DEF,Liverpool,8,1.85,8.18,-0.2,2021-12-18,340514,9,0.0,398,248,2.1,0,2.04,0,18.4,201,146,150,0,2003-01-29,3,0,0,0.10,0.04,427,0,2024-08-23T09:30:06.099816Z,0,0,1,0,100.0,-0.2,183,12.8,821048,p441428,,0.0,True,1.1,0,,6,0,538,0,0.28,0,0.7,2,0,0,0.68,413,0,32,78,388,,False,0,241.0,144,-6,-0.1,100.0,799,61,95.2,Quansah,,0,151,0.02,757,264,418,136,0.8,0,0.06,0.18,a,13.0
334,Rhys Williams,40,DEF,Liverpool,0,0.0,0.00,0.0,2020-09-23,828,0,0.0,0,174,0.0,0,0.0,0,0.0,559,204,0,0,,0,0,0,0.00,0.0,581,0,2024-08-22T11:18:16.485954Z,0,0,0,0,0.0,0.0,204,0.0,14590,p219937,,0.0,False,0.0,0,,0,0,604,0,0.00,0,0.0,0,0,0,0.0,542,0,0,195,596,,False,0,241.0,192,0,0.0,0.0,475,0,0.0,R.Williams,Loaned to Morecambe,0,202,0.0,653,159,596,204,0.0,0,0.0,0.00,u,0.0
335,Andrew Robertson,58,DEF,Liverpool,85,0.9,23.15,0.2,2017-07-21,1156113,29,0.0,2305,7,14.7,0,1.13,0,637.1,97,20,434,0,1994-03-11,27,0,0,0.95,0.15,41,0,,0,10,1,4,,0.2,56,117.2,1289402,p122798,,0.39,True,3.9,0,2.0,2,0,187,0,4.91,0,2.7,3,0,0,1.05,193,0,379,36,185,,False,1,243.0,38,-2,0.0,,420,252,364.6,Robertson,,0,5,0.04,88,135,106,68,1.2,0,0.19,3.96,a,173.0
336,Dominik Szoboszlai,61,MID,Liverpool,129,0.88,22.23,2.8,2023-07-02,946443,25,0.0,2272,45,21.1,0,0.99,0,726.0,119,30,799,0,2000-10-25,26,0,0,6.72,0.21,25,0,2024-12-27T00:30:09.581631Z,0,12,0,14,100.0,2.8,25,178.8,936740,p424876,2.0,0.48,True,2.6,0,5.0,4,4,55,9,12.03,0,3.9,6,1,0,1.03,47,-1,544,38,124,,False,0,98.0,28,-4,0.5,100.0,129,344,510.2,Szoboszlai,,0,21,0.27,73,58,40,44,3.8,5,0.48,5.31,a,557.0
337,Konstantinos Tsimikas,46,DEF,Liverpool,42,0.83,6.83,2.0,2020-08-10,47703,5,0.0,739,49,9.1,0,0.61,0,258.4,359,85,24,0,1996-05-12,8,0,0,0.39,0.28,156,0,2024-11-25T09:30:07.571904Z,0,4,0,3,100.0,2.0,66,51.1,79276,p214285,,0.49,True,0.2,0,3.0,4,0,207,1,2.69,0,2.5,2,0,0,0.97,309,0,211,137,301,,False,0,83.0,96,-4,0.4,100.0,179,54,192.4,Tsimikas,,0,33,0.05,353,53,281,111,3.0,0,0.33,2.30,a,58.0
339,Virgil van Dijk,67,DEF,Liverpool,141,0.92,32.07,4.8,2018-01-01,3664984,35,0.0,3150,2,21.0,0,1.0,0,200.2,10,10,1955,0,1991-07-08,35,0,0,2.22,0.03,198,0,,0,14,0,8,,4.8,4,137.7,2531520,p97032,3.0,0.4,True,25.7,0,,-7,0,47,1,3.13,0,4.0,4,0,0,1.0,107,0,610,3,14,,True,0,152.0,8,7,0.7,,41,3921,879.0,Virgil,,0,45,0.06,38,9,79,3,5.8,3,0.09,0.91,a,299.0
636,Federico Chiesa,68,MID,Liverpool,5,3.93,1.79,0.2,2024-08-29,54331,2,0.0,41,17,0.7,0,4.39,0,2.7,387,227,29,0,1997-10-25,0,0,0,0.25,0.2,480,0,2024-12-26T10:30:09.366339Z,0,0,0,0,100.0,0.2,245,3.9,54493,p223541,,0.0,True,0.2,0,,2,0,521,0,0.34,0,1.0,0,0,0,0.0,354,0,10,129,524,,False,0,106.0,192,-2,0.0,100.0,423,49,3.4,Chiesa,,0,238,0.55,36,197,485,241,1.2,0,0.75,0.09,a,34.0
660,Vítezslav Jaros,40,GKP,Liverpool,1,1.15,0.14,0.0,2019-07-10,35714,0,8.18,11,48,0.2,0,0.0,0,0.0,482,43,5,0,2001-07-23,0,0,0,0.00,0.0,584,0,,1,0,0,0,,0.0,42,0.9,31564,p432987,,0.0,True,0.1,0,,0,0,457,0,0.00,0,1.0,0,0,0,0.0,545,0,6,65,504,,False,0,57.0,32,0,0.0,,480,3,8.8,Jaros,,0,51,0.0,658,54,525,43,1.0,0,0.0,0.00,a,0.0
669,Harvey Davies,40,GKP,Liverpool,0,0.0,0.00,0.0,2021-03-09,2107,0,0.0,0,55,0.0,0,0.0,0,0.0,666,69,0,0,2003-09-03,0,0,0,0.00,0.0,595,0,,0,0,0,0,,0.0,69,0.0,1896,p464353,,0.0,True,0.0,0,,0,0,616,0,0.00,0,0.0,0,0,0,0.0,556,0,0,72,608,,False,0,241.0,39,0,0.0,,490,1,0.0,Davies,,0,58,0.0,669,60,608,69,1.0,0,0.0,0.00,a,0.0
688,Treymaurice Nyoni,45,MID,Liverpool,0,0.0,0.00,0.0,2023-11-11,1001,0,0.0,0,300,0.0,0,0.0,0,0.0,749,318,3,0,2007-06-30,0,0,0,0.00,0.0,753,0,,0,0,0,0,,0.0,319,0.0,789,p591386,,0.0,True,0.0,0,,0,0,759,0,0.00,0,0.0,0,0,0,0.0,736,0,0,311,756,,False,0,241.0,311,0,0.0,,693,3,0.0,Nyoni,,0,318,0.0,473,278,756,318,1.0,0,0.0,0.00,a,0.0
692,Amara Nallo,40,DEF,Liverpool,0,0.0,0.00,0.0,2024-02-27,1180,0,0.0,0,228,0.0,0,0.0,0,0.0,688,242,4,0,2006-11-18,0,0,0,0.00,0.0,634,0,,0,0,0,0,,0.0,242,0.0,1135,p611926,,0.0,True,0.0,0,,0,0,654,0,0.00,0,0.0,0,0,0,0.0,598,0,0,235,646,,False,0,241.0,234,0,0.0,,536,3,0.0,Nallo,,0,241,0.0,721,207,646,242,1.0,0,0.0,0.00,a,0.0
709,Jayden Danns,45,FWD,Liverpool,1,4.05,0.45,0.0,2024-02-20,6042,1,0.0,10,69,0.2,0,9.0,0,0.3,677,63,3,0,,0,0,0,0.00,0.09,509,0,2025-02-06T23:44:42.048875Z,0,0,0,0,0.0,0.0,51,0.0,5411,p500058,,0.0,False,0.0,0,,0,0,486,0,0.01,0,1.0,0,0,0,0.0,698,0,2,84,720,,False,0,241.0,63,0,0.0,0.0,652,0,0.0,Danns,Loaned to Sunderland,0,55,0.0,425,53,720,63,0.0,0,0.09,0.01,u,0.0
744,Arne Slot,15,MNG,Liverpool,107,0.0,0.00,5.8,2024-06-01,187569,0,0.0,0,5,71.3,0,0.0,0,0.0,418,20,44,5,1978-09-17,0,31,0,0.00,0.0,542,10,,0,0,0,0,,5.8,20,0.0,370424,man52174,,0.0,True,4.0,0,,0,0,575,0,0.00,0,0.0,0,0,2,0.0,496,0,0,6,565,,False,0,152.0,20,0,3.9,,22,129,0.0,Slot,,2,20,0.0,786,10,565,20,6.8,0,0.0,0.00,a,0.0
340,Manuel Akanji,53,DEF,Man City,53,1.32,26.93,1.8,2022-09-01,426132,27,0.0,1832,18,10.0,0,1.33,0,245.7,133,73,48,0,1995-07-19,21,0,0,1.13,0.06,165,0,2025-02-12T09:00:09.174095Z,0,5,0,1,100.0,2.8,84,65.4,723580,p211975,,0.25,True,2.2,0,,2,0,259,0,2.41,6,2.2,3,0,0,1.03,277,0,270,49,216,,False,0,207.0,82,-2,0.3,100.0,207,404,319.0,Akanji,,0,35,0.06,151,61,230,77,2.3,0,0.12,1.28,a,89.0
341,Nathan Aké,53,DEF,Man City,25,1.79,13.44,0.0,2020-08-05,72934,11,0.0,677,16,4.7,0,1.46,0,33.7,229,137,28,0,1995-02-18,8,0,0,0.22,0.02,388,0,2025-03-01T21:30:09.703817Z,0,3,0,0,0.0,0.0,67,15.9,279140,p126184,,0.4,True,0.8,0,,2,0,213,0,0.39,0,2.5,0,0,0,1.06,398,0,121,88,376,,False,0,152.0,138,-2,0.0,0.0,770,12,104.6,Aké,Lack of match fitness - Expected back 18 May,0,137,0.03,145,261,403,133,0.0,0,0.05,0.17,i,20.0
342,Bernardo Veiga de Carvalho e Silva,61,MID,Man City,96,1.35,37.17,3.6,2017-07-01,959289,36,0.0,2487,41,15.7,0,1.3,0,741.4,116,29,276,0,1994-08-10,27,0,0,3.52,0.14,21,0,2025-03-15T22:00:08.783379Z,0,8,0,10,100.0,4.6,59,179.2,1220460,p165809,,0.29,True,2.7,0,4.0,4,1,134,4,7.51,3,3.1,7,0,0,0.98,55,0,513,36,109,,False,0,173.0,34,-4,0.6,100.0,80,221,542.4,Bernardo,,0,17,0.13,68,35,39,39,4.1,3,0.27,3.99,a,507.0
343,Oscar Bobb,47,MID,Man City,2,1.25,0.18,0.2,2022-01-06,5144,0,0.0,13,217,0.4,0,0.0,0,12.4,543,239,18,0,2003-07-12,0,0,0,0.00,0.14,442,0,2025-05-09T16:00:08.760594Z,0,0,0,0,0.0,0.0,233,1.6,32015,p477555,,0.0,True,0.1,0,,3,0,505,0,0.02,0,1.0,0,0,0,0.0,751,0,10,204,518,,False,0,161.0,321,-3,0.0,0.0,408,2,4.2,Bobb,Lack of match fitness - Expected back 18 May,0,226,0.0,335,186,516,237,0.0,0,0.14,0.02,i,0.0
344,Scott Carson,39,GKP,Man City,0,0.0,0.00,0.0,2021-07-20,21868,0,0.0,0,63,0.0,0,0.0,0,0.0,365,45,20,0,1985-09-03,0,0,0,0.00,0.0,544,0,,0,0,0,0,,1.0,45,0.0,23042,p17601,,0.0,True,0.2,0,,1,0,577,0,0.00,0,0.0,0,0,0,0.0,498,0,0,52,567,,False,0,241.0,4,-1,0.0,,427,15,0.0,Carson,,0,25,0.0,731,27,567,45,0.5,0,0.0,0.00,a,0.0
345,Kevin De Bruyne,96,MID,Man City,110,1.12,20.25,6.2,2015-08-30,2608203,19,0.0,1621,5,11.5,0,1.05,0,879.2,29,35,5145,0,1991-06-28,18,0,0,4.32,0.35,12,0,2024-09-18T23:00:07.299083Z,0,9,0,12,100.0,7.2,20,173.9,1942612,p61366,1.0,0.5,True,14.6,0,1.0,-1,4,38,9,10.69,3,4.2,2,0,0,1.0,77,0,454,9,146,4.0,False,0,21.0,50,1,0.6,100.0,19,5259,464.2,De Bruyne,,0,11,0.24,6,6,49,56,6.7,4,0.59,6.37,a,398.0
346,Jérémy Doku,62,MID,Man City,84,0.86,13.64,2.6,2023-08-24,573664,13,0.0,1432,37,13.5,0,0.82,0,501.8,150,51,1003,0,2002-05-27,15,0,0,1.04,0.23,69,0,2025-01-23T00:00:08.182578Z,0,7,0,3,100.0,3.6,60,143.1,776507,p248875,,0.44,True,1.8,0,,3,1,135,6,4.68,1,3.1,1,0,0,0.94,63,0,416,50,154,,False,0,21.0,40,-3,0.4,100.0,137,349,449.0,Doku,,0,55,0.07,64,60,74,59,3.1,3,0.3,3.64,a,477.0
347,Ederson Santana de Moraes,53,GKP,Man City,103,1.12,26.71,3.2,2017-07-01,859807,25,2.1,2140,3,19.4,0,1.05,0,43.0,68,16,589,0,1993-08-17,24,0,0,0.00,0.01,367,0,2025-04-12T20:00:08.389207Z,50,9,0,9,100.0,4.2,5,57.2,1149334,p121160,,0.38,True,5.6,0,,2,2,28,4,0.16,6,4.3,3,0,0,1.01,786,0,368,13,116,,False,0,30.0,80,-2,0.6,100.0,96,1186,530.0,Ederson M.,,0,1,0.0,144,11,259,19,3.7,0,0.01,0.16,a,0.0
348,Phil Foden,91,MID,Man City,104,1.46,28.67,0.8,2016-12-05,1826709,24,0.0,1763,6,11.4,0,1.23,0,748.7,82,40,461,0,2000-05-28,20,0,0,5.17,0.27,20,0,2025-04-12T06:30:08.213792Z,0,6,0,10,100.0,1.8,27,163.7,3138869,p209244,,0.31,True,4.6,0,3.0,4,2,58,3,10.49,3,3.9,2,0,0,1.02,68,0,452,25,155,,False,0,241.0,44,-4,0.1,100.0,318,320,445.8,Foden,,0,16,0.26,8,152,58,60,1.3,7,0.53,5.33,a,447.0
349,Jack Grealish,64,MID,Man City,37,1.4,11.04,0.2,2021-08-05,54563,9,0.0,709,24,5.8,0,1.14,0,321.4,340,107,64,0,1995-09-10,7,0,0,1.13,0.21,118,0,2025-02-12T09:00:09.233925Z,0,2,0,4,100.0,1.2,144,71.1,63650,p114283,,0.25,True,0.2,0,,1,0,316,1,2.80,0,1.9,3,0,0,0.89,142,0,184,105,338,,False,0,241.0,91,-1,0.0,100.0,421,26,155.2,Grealish,,0,83,0.14,48,196,211,154,0.7,1,0.35,1.67,a,234.0
