id,name,now_cost,position,team,total_points,expected_goals_conceded_per_90,expected_goals_conceded,form,team_join_date,transfers_in,goals_conceded,saves_per_90,minutes,now_cost_rank_type,value_season,mng_underdog_draw,goals_conceded_per_90,penalties_missed,creativity,selected_rank,ict_index_rank_type,transfers_out_event,mng_clean_sheets,birth_date,starts,mng_goals_scored,penalties_saved,expected_goals,expected_assists_per_90,creativity_rank,mng_win,news_added,saves,clean_sheets,own_goals,bonus,chance_of_playing_next_round,ep_this,points_per_game_rank_type,ict_index,transfers_out,opta_code,direct_freekicks_order,clean_sheets_per_90,can_select,selected_by_percent,mng_underdog_win,corners_and_indirect_freekicks_order,cost_change_start_fall,dreamteam_count,points_per_game_rank,assists,expected_goal_involvements,event_points,points_per_game,yellow_cards,cost_change_event_fall,mng_draw,starts_per_90,threat_rank,cost_change_event,bps,selected_rank_type,influence_rank,penalties_order,in_dreamteam,red_cards,region,threat_rank_type,cost_change_start,value_form,chance_of_playing_this_round,form_rank,transfers_in_event,influence,web_name,news,mng_loss,creativity_rank_type,expected_goals_per_90,now_cost_rank,form_rank_type,ict_index_rank,influence_rank_type,ep_next,goals_scored,expected_goal_involvements_per_90,expected_assists,status,threat
350,Joško Gvardiol,64,DEF,Man City,143,1.21,41.48,4.4,2023-08-05,5772176,40,0.0,3098,4,22.3,0,1.16,0,486.5,4,5,1942,0,2002-01-23,34,0,0,4.45,0.08,73,0,2024-10-31T02:30:07.426838Z,0,12,0,13,100.0,5.4,3,176.3,5010231,p477424,,0.35,True,37.1,0,,-4,2,42,0,7.31,6,4.1,2,0,0,0.99,65,0,582,1,20,,True,0,97.0,2,4,0.7,100.0,51,8733,816.6,Gvardiol,,0,14,0.13,51,11,46,7,4.9,5,0.21,2.86,a,456.0
351,Erling Haaland,148,FWD,Man City,173,1.37,39.21,0.4,2022-07-01,4154413,38,0.0,2570,1,11.7,0,1.33,1,346.0,12,2,1326,0,2000-07-21,29,0,0,20.83,0.07,110,0,2025-03-30T21:00:08.779885Z,0,8,0,26,100.0,1.4,2,269.0,7393193,p223094,3.0,0.28,True,23.3,0,,2,5,6,3,22.84,2,6.0,2,0,0,1.02,2,0,756,4,11,1.0,False,0,161.0,1,-2,0.0,100.0,384,6252,909.8,Haaland,,0,9,0.73,1,42,6,3,0.9,21,0.8,2.01,a,1432.0
352,Julián Álvarez,70,FWD,Man City,0,0.0,0.00,0.0,,0,0,0.0,0,14,0.0,0,0.0,0,0.0,479,86,2,0,,0,0,0,0.00,0.0,800,0,2024-08-13T07:07:51.627006Z,0,0,0,0,0.0,0.0,86,0.0,29613,p461358,,0.0,False,0.1,0,,0,0,799,0,0.00,0,0.0,0,0,0,0.0,800,0,0,67,800,,False,0,,86,0,0.0,0.0,796,0,0.0,J.Alvarez,Transferred to Atletico Madrid,0,86,0.0,29,85,800,86,0.0,0,0.0,0.00,u,0.0
353,João Cavaco Cancelo,53,DEF,Man City,0,0.0,0.00,0.0,,4654,0,0.0,0,15,0.0,0,0.0,0,0.0,369,266,1,0,,0,0,0,0.00,0.0,789,0,2024-08-29T11:05:25.670531Z,0,0,0,0,0.0,0.0,265,0.0,78760,p121145,,0.0,False,0.2,0,,2,0,788,0,0.00,0,0.0,0,0,0,0.0,785,0,0,140,789,,False,0,,266,-2,0.0,0.0,769,0,0.0,João Cancelo,Permanent transfer to Saudi club Al-Hilal,0,266,0.0,143,260,789,266,0.0,0,0.0,0.00,u,0.0
354,Mateo Kovačić,54,MID,Man City,107,1.3,30.73,4.8,2023-06-27,775339,28,0.0,2128,77,19.8,0,1.18,0,554.0,168,58,342,0,1994-05-06,24,0,0,1.84,0.13,58,0,2024-11-22T17:30:09.194248Z,0,10,0,13,100.0,5.8,37,133.6,764821,p91651,,0.42,True,1.4,0,,1,3,83,2,4.96,3,3.6,5,0,0,1.02,158,0,526,54,83,,False,0,97.0,100,-1,0.9,100.0,39,351,577.8,Kovačić,,0,46,0.08,124,13,87,30,5.3,6,0.21,3.13,a,203.0
355,Rico Lewis,43,DEF,Man City,66,1.32,27.61,1.6,2022-07-16,2623701,27,0.0,1888,131,15.3,0,1.29,0,218.6,100,75,269,0,2004-11-21,21,0,0,1.32,0.05,186,0,2024-12-07T21:30:08.281236Z,0,5,0,1,100.0,2.6,68,65.0,2441099,p477064,,0.24,True,3.5,0,,2,0,221,2,2.33,6,2.4,3,0,0,1.0,219,0,285,37,233,,False,1,241.0,54,-2,0.4,100.0,222,334,293.8,Lewis,,0,40,0.06,586,71,235,88,2.1,1,0.11,1.01,a,139.0
356,Matheus Luiz Nunes,49,MID,Man City,70,1.33,22.07,3.8,2023-09-01,89843,18,0.0,1490,172,14.3,0,1.09,0,386.9,385,90,238,0,1998-08-27,17,0,0,0.91,0.19,94,0,2024-12-21T22:00:08.310190Z,0,8,0,6,100.0,4.8,66,89.3,80417,p465351,,0.48,True,0.2,0,,1,1,154,5,3.99,0,2.9,4,0,0,1.03,189,0,327,127,206,,False,0,173.0,117,-1,0.8,100.0,62,41,331.8,Matheus N.,,0,73,0.05,266,24,161,91,4.3,1,0.24,3.08,a,174.0
357,James McAtee,46,MID,Man City,31,1.39,5.25,2.0,2021-07-26,30523,6,0.0,340,229,6.7,0,1.59,0,64.6,453,172,71,0,2002-10-18,3,0,0,2.80,0.21,336,0,,0,0,0,0,,3.0,113,30.7,28689,p432714,,0.0,True,0.1,0,,4,0,270,0,3.60,1,2.1,1,0,0,0.79,223,0,102,161,367,,False,0,241.0,127,-4,0.4,,180,74,113.0,McAtee,,0,191,0.74,355,77,348,171,2.5,3,0.95,0.80,a,136.0
358,Stefan Ortega Moreno,52,GKP,Man City,35,1.57,19.12,1.8,2022-07-01,98006,18,2.7,1099,5,6.7,0,1.47,0,0.0,237,23,371,0,1992-11-06,12,0,0,0.00,0.0,788,0,,33,3,0,0,,2.8,31,29.4,120632,p88248,,0.25,True,0.7,0,,3,0,184,0,0.00,0,2.7,1,0,0,0.98,784,0,144,29,234,,False,0,80.0,79,-3,0.3,,204,17,292.6,Ortega Moreno,,0,82,0.0,162,17,354,23,2.3,0,0.0,0.00,a,0.0
360,Rodrigo 'Rodri' Hernandez,62,MID,Man City,2,0.06,0.04,0.0,2019-07-04,40428,0,0.0,65,34,0.3,0,0.0,0,17.1,234,231,19,0,1996-06-22,1,0,0,0.00,0.12,429,0,2024-09-22T22:00:05.633631Z,0,0,0,0,0.0,0.0,244,2.8,422626,p220566,,0.0,True,0.8,0,,3,0,520,0,0.09,0,1.0,0,0,0,1.38,796,0,18,74,497,,False,0,200.0,344,-3,0.0,0.0,790,13,10.8,Rodrigo,Lack of match fitness - Expected back 25 May,0,222,0.0,60,344,496,230,0.0,0,0.12,0.09,i,0.0
361,Rúben Gato Alves Dias,55,DEF,Man City,81,1.15,26.69,5.2,2020-09-29,717874,20,0.0,2089,12,14.7,0,0.86,0,168.3,76,62,617,0,1997-05-14,23,0,0,1.55,0.05,224,0,2025-01-23T00:00:08.203274Z,0,10,1,6,100.0,6.2,32,74.6,673315,p171314,,0.43,True,4.9,0,,0,1,128,0,2.69,9,3.2,4,0,0,0.99,210,0,368,26,159,,False,0,173.0,48,0,0.9,100.0,32,4657,429.2,Rúben,,0,55,0.07,110,4,198,58,5.7,0,0.12,1.14,a,148.0
362,John Stones,53,DEF,Man City,29,0.98,5.95,0.0,2016-08-09,196937,11,0.0,544,14,5.5,0,1.82,0,49.8,208,123,34,0,1994-05-28,6,0,0,0.60,0.03,358,0,2025-02-21T13:30:09.715292Z,0,1,0,2,0.0,0.0,61,27.4,358950,p97299,,0.17,True,1.0,0,,2,1,200,0,0.77,0,2.6,1,0,0,0.99,298,0,92,80,337,,False,0,241.0,92,-2,0.0,0.0,768,13,155.6,Stones,Thigh injury - Expected back 25 May,0,120,0.1,140,259,363,124,0.0,2,0.13,0.17,i,70.0
363,Kyle Walker,51,DEF,Man City,13,1.79,19.26,0.0,2017-07-14,187185,21,0.0,966,24,2.5,0,1.96,0,147.7,120,111,43,0,,9,0,0,0.12,0.12,239,0,2025-01-27T09:56:49.234718Z,0,0,0,0,0.0,0.0,178,33.5,910020,p58621,,0.0,False,2.6,0,,4,0,528,0,1.46,0,0.9,3,0,0,0.84,374,0,63,43,333,,False,0,241.0,126,-4,0.0,0.0,762,0,157.4,Walker,Loaned to Milan,0,62,0.01,177,258,334,123,0.0,0,0.13,1.34,u,29.0
571,Sávio 'Savinho' Moreira de Oliveira,61,MID,Man City,105,1.08,20.91,1.0,2024-07-18,1581114,25,0.0,1744,47,17.2,0,1.29,0,682.8,129,32,1591,0,2004-04-10,21,0,0,5.14,0.31,36,0,2024-10-31T02:30:07.756984Z,0,8,0,15,100.0,2.0,31,177.0,1437676,p510281,4.0,0.41,True,2.3,0,6.0,4,2,69,11,11.24,1,3.8,3,0,0,1.08,37,0,438,43,167,,False,0,30.0,22,-4,0.2,100.0,293,145,415.0,Savinho,,0,31,0.27,75,140,44,66,1.5,1,0.58,6.10,a,669.0
607,Nico O'Reilly,49,MID,Man City,31,0.94,5.49,4.6,2022-12-16,58693,3,0.0,525,173,6.3,0,0.51,0,76.2,287,168,889,0,2005-03-21,6,0,0,1.28,0.12,319,0,2024-11-13T15:30:08.718593Z,0,3,0,4,100.0,5.6,49,32.2,18030,p472769,,0.51,True,0.4,0,,1,1,106,0,1.96,1,3.4,0,0,0,1.03,255,0,118,88,354,,False,0,241.0,143,-1,0.9,100.0,44,148,133.4,O’Reilly,,0,186,0.22,267,15,340,163,5.1,2,0.34,0.68,a,112.0
625,Ilkay Gündogan,63,MID,Man City,77,1.48,33.62,3.2,2024-08-23,180062,28,0.0,2044,27,12.2,0,1.23,0,685.4,256,63,480,0,1990-10-24,23,0,0,2.72,0.17,35,0,,0,8,0,2,,4.2,92,121.9,156194,p59859,2.0,0.35,True,0.5,0,2.0,2,0,216,5,6.60,0,2.5,1,0,0,1.01,148,0,381,80,223,,False,0,80.0,94,-2,0.5,,97,78,312.2,Gündogan,,0,30,0.12,52,40,100,98,3.7,0,0.29,3.89,a,221.0
626,Issa Kaboré,45,DEF,Man City,0,0.0,0.00,0.0,,491,0,0.0,0,69,0.0,0,0.0,0,0.0,751,264,0,0,,0,0,0,0.00,0.0,705,0,2024-09-05T10:37:05.659734Z,0,0,0,0,0.0,0.0,263,0.0,793,p476369,,0.0,False,0.0,0,,0,0,713,0,0.00,0,0.0,0,0,0,0.0,686,0,0,256,708,,False,0,,262,0,0.0,0.0,637,0,0.0,Kaboré,Loaned to Benfica,0,263,0.0,406,249,708,264,0.0,0,0.0,0.00,u,0.0
671,Jacob Wright,45,MID,Man City,0,0.0,0.00,0.0,2024-01-06,2083,0,0.0,0,272,0.0,0,0.0,0,0.0,716,295,1,0,,0,0,0,0.00,0.0,720,0,2025-02-05T21:04:28.321130Z,0,0,0,0,0.0,0.0,296,0.0,1967,p516250,,0.0,False,0.0,0,,0,0,728,0,0.00,0,0.0,0,0,0,0.0,702,0,0,297,724,,False,0,241.0,287,0,0.0,0.0,657,0,0.0,Wright,Loaned to Norwich City,0,295,0.0,432,252,724,295,0.0,0,0.0,0.00,u,0.0
672,Jahmai Simpson-Pusey,40,DEF,Man City,1,2.25,2.37,0.0,2024-07-23,6579,2,0.0,95,212,0.2,0,1.89,0,2.2,600,174,7,0,2005-11-04,1,0,0,0.00,0.01,484,0,2024-11-13T15:30:08.805382Z,0,0,0,0,100.0,1.0,189,2.4,5321,p554194,,0.0,True,0.0,0,,0,0,547,0,0.01,0,0.5,1,0,0,0.95,466,0,7,209,480,,False,0,241.0,173,0,0.0,100.0,519,7,19.6,Simpson-Pusey,,0,175,0.0,703,192,499,173,0.5,0,0.01,0.01,a,2.0
675,Josh Wilson-Esbrand,40,DEF,Man City,0,0.0,0.00,0.0,2021-09-17,2181,0,0.0,0,181,0.0,0,0.0,0,0.0,687,209,1,0,,0,0,0,0.00,0.0,590,0,2025-01-24T10:47:24.891848Z,0,0,0,0,0.0,0.0,209,0.0,2267,p447880,,0.0,False,0.0,0,,0,0,611,0,0.00,0,0.0,0,0,0,0.0,551,0,0,234,603,,False,0,241.0,197,0,0.0,0.0,485,0,0.0,Wilson-Esbrand,Loaned to Stoke City,0,207,0.0,664,166,603,209,0.0,0,0.0,0.00,u,0.0
698,Divin Mubama,45,FWD,Man City,1,0.07,0.02,0.0,2024-12-15,34645,0,0.0,27,68,0.2,0,0.0,0,0.1,447,58,34,0,2004-10-25,0,0,0,0.04,0.0,521,0,,0,0,0,0,,1.0,50,0.5,26024,p487837,,0.0,True,0.1,0,,0,0,484,0,0.04,0,1.0,0,0,0,0.0,451,0,2,65,544,,False,0,241.0,57,0,0.0,,639,19,0.2,Mubama,,0,57,0.13,409,52,531,58,0.5,0,0.13,0.00,a,5.0
703,Max Alleyne,40,DEF,Man City,0,0.0,0.00,0.0,2022-12-16,1305,0,0.0,0,186,0.0,0,0.0,0,0.0,692,212,6,0,2005-07-21,0,0,0,0.00,0.0,598,0,,0,0,0,0,,1.0,212,0.0,995,p494307,,0.0,True,0.0,0,,0,0,619,0,0.00,0,0.0,0,0,0,0.0,559,0,0,237,611,,False,0,241.0,200,0,0.0,,494,3,0.0,Alleyne,,0,210,0.0,674,170,611,212,0.5,0,0.0,0.00,a,0.0
704,Spike Brits,40,GKP,Man City,0,0.0,0.00,0.0,2024-12-25,1086,0,0.0,0,61,0.0,0,0.0,0,0.0,721,75,0,0,2007-06-24,0,0,0,0.00,0.0,636,0,,0,0,0,0,,1.0,75,0.0,797,p613120,,0.0,True,0.0,0,,0,0,656,0,0.00,0,0.0,0,0,0,0.0,600,0,0,76,648,,False,0,241.0,45,0,0.0,,538,2,0.0,Brits,,0,64,0.0,723,66,648,75,0.5,0,0.0,0.00,a,0.0
732,Abdukodir Khusanov,50,DEF,Man City,14,1.25,6.98,0.0,2025-01-20,117541,6,0.0,503,27,2.8,0,1.07,0,33.9,289,142,308,0,2004-02-29,6,0,0,0.02,0.02,387,0,,0,2,1,0,,1.0,76,14.1,84625,p578153,,0.36,True,0.4,0,,0,0,244,0,0.11,0,2.3,1,0,0,1.07,461,0,78,109,383,,False,0,231.0,169,0,0.0,,760,75,102.0,Khusanov,,0,136,0.0,235,257,414,134,0.5,0,0.02,0.09,a,4.0
733,Vitor de Oliveira Nunes dos Reis,45,DEF,Man City,1,0.0,0.00,0.0,2025-01-21,2411,0,0.0,1,79,0.2,0,0.0,0,0.0,683,188,7,0,2006-01-12,0,0,0,0.00,0.0,761,0,,0,0,0,0,,1.0,174,0.3,1832,p616222,,0.0,True,0.0,0,,0,0,498,0,0.00,0,1.0,0,0,0,0.0,745,0,4,233,526,,False,0,30.0,265,0,0.0,,703,1,3.2,Vitor Reis,,0,265,0.0,487,252,538,187,0.5,0,0.0,0.00,a,0.0
736,Pep Guardiola,15,MNG,Man City,94,0.0,0.00,8.6,2016-07-01,103120,0,0.0,0,1,62.7,0,0.0,0,0.0,162,16,809,7,1971-01-18,0,23,0,0.00,0.0,538,8,,0,0,0,0,,9.6,16,0.0,61790,man37974,,0.0,True,43.0,0,,0,0,571,0,0.00,5,0.0,0,0,3,0.0,492,0,0,1,561,,False,0,200.0,16,0,5.7,,2,105,0.0,Guardiola,,3,16,0.0,782,2,561,16,9.1,0,0.0,0.00,a,0.0
755,Omar Marmoush,75,FWD,Man City,63,1.11,12.41,2.8,2025-01-23,4817979,12,0.0,1003,7,8.4,0,1.08,0,218.5,9,22,51498,0,1999-02-07,12,0,0,4.94,0.13,187,0,,0,6,0,10,,3.8,9,86.6,1673452,p438234,,0.54,True,28.0,0,,-5,2,24,1,6.39,1,4.5,0,1,0,1.08,85,-1,276,3,240,,False,0,63.0,26,5,0.4,,132,1806,282.4,Marmoush,,0,20,0.44,18,13,166,22,3.3,6,0.57,1.45,a,368.0
765,Nico González,60,MID,Man City,22,0.97,6.96,1.6,2025-02-03,8638,6,0.0,649,53,3.7,0,0.83,0,71.0,594,192,31,0,2002-01-03,8,0,0,0.27,0.06,325,0,,0,5,0,0,,2.6,101,19.0,5961,p465694,,0.69,True,0.0,0,,0,0,233,1,0.72,0,2.4,3,0,0,1.11,353,0,87,232,393,,False,0,200.0,191,0,0.3,,240,6,87.8,N.Gonzalez,,0,189,0.04,81,106,392,183,2.1,0,0.1,0.45,a,34.0
785,Claudio Echeverri,58,MID,Man City,0,0.0,0.00,0.0,2024-01-25,656,0,0.0,0,59,0.0,0,0.0,0,0.0,757,343,6,0,2006-01-02,0,0,0,0.00,0.0,795,0,,0,0,0,0,,1.0,343,0.0,520,p575204,,0.0,True,0.0,0,,2,0,794,0,0.00,0,0.0,0,0,0,0.0,794,0,0,316,795,,False,0,10.0,342,-2,0.0,,784,5,0.0,Echeverri,,0,343,0.0,92,338,795,343,0.5,0,0.0,0.00,a,0.0
364,Amad Diallo,53,MID,Man Utd,115,1.6,30.49,1.6,2021-01-07,3976472,29,0.0,1713,93,21.7,0,1.52,0,569.0,93,41,326,0,2002-07-11,18,0,0,4.25,0.19,51,0,2025-02-15T18:30:08.930349Z,0,6,0,14,100.0,1.6,8,163.3,3984996,p493250,,0.32,True,4.1,0,3.0,-3,2,15,7,7.86,2,4.8,3,0,0,0.95,57,0,518,29,99,,False,0,54.0,36,3,0.3,100.0,239,1438,558.6,Amad,,0,41,0.22,156,105,59,37,1.6,7,0.41,3.61,a,504.0
365,Antony Matheus dos Santos,57,MID,Man Utd,8,1.37,2.05,0.0,2022-09-01,18431,2,0.0,135,65,1.4,0,1.33,0,50.7,381,196,6,0,,0,0,0,0.60,0.14,357,0,2025-01-27T09:58:14.449507Z,0,0,0,0,0.0,0.0,242,15.8,38734,p467169,,0.0,False,0.2,0,,3,0,518,0,0.81,0,1.0,0,0,0,0.0,293,0,37,124,454,,False,0,30.0,164,-3,0.0,0.0,781,0,35.0,Antony,Loaned to Real Betis,0,198,0.4,99,337,404,206,0.0,0,0.54,0.21,u,74.0
366,Bruno Borges Fernandes,85,MID,Man Utd,166,1.41,44.35,1.8,2020-01-30,4777778,46,0.0,2834,7,19.5,0,1.46,0,1281.0,27,4,7486,0,1994-09-08,33,0,0,9.64,0.23,1,0,2024-12-27T00:30:09.652602Z,0,9,0,27,100.0,1.8,7,278.0,5070031,p141746,1.0,0.29,True,15.8,0,1.0,0,3,14,11,16.84,2,4.9,2,0,0,1.05,51,0,773,8,8,1.0,False,2,173.0,31,0,0.2,100.0,211,2659,961.4,B.Fernandes,,0,1,0.31,10,93,5,4,1.8,8,0.54,7.20,a,542.0
367,Altay Bayindir,43,GKP,Man Utd,2,2.19,6.25,0.4,2023-09-01,12686,10,2.1,257,28,0.5,0,3.5,0,0.0,449,36,16,0,1998-04-14,3,0,0,0.00,0.0,655,0,2025-02-14T14:30:08.406927Z,6,0,0,0,100.0,0.4,43,4.7,16841,p451302,,0.0,True,0.1,0,,2,0,540,0,0.00,1,0.7,0,0,0,1.05,625,0,-4,61,432,,False,0,219.0,58,-2,0.1,100.0,360,16,47.6,Bayindir,,0,74,0.0,583,25,478,36,0.4,0,0.0,0.00,a,0.0
368,Carlos Henrique Casimiro,46,MID,Man Utd,44,1.56,23.05,0.4,2022-08-22,129282,20,0.0,1330,225,9.6,0,1.35,0,318.8,274,85,38,0,1992-02-23,16,0,0,1.63,0.13,121,0,2024-11-10T23:00:08.039181Z,0,4,0,3,100.0,0.4,125,96.2,161117,p61256,,0.27,True,0.4,0,,4,1,287,0,3.52,0,2.0,3,0,0,1.08,136,0,274,83,172,,False,0,30.0,86,-4,0.1,100.0,369,81,404.0,Casemiro,,0,86,0.11,346,174,145,69,0.4,1,0.24,1.89,a,238.0
369,Diogo Dalot Teixeira,50,DEF,Man Utd,94,1.52,46.92,0.8,2018-06-08,1486492,45,0.0,2787,26,18.8,0,1.45,0,432.4,78,19,1424,0,1999-03-18,31,0,0,1.94,0.08,84,0,2025-04-25T13:30:08.377875Z,0,8,0,9,0.0,0.0,43,117.8,1903379,p216051,,0.26,True,4.8,0,,0,3,155,4,4.29,0,2.9,5,0,0,1.0,125,0,347,28,134,,False,0,173.0,13,0,0.2,0.0,311,12,493.2,Dalot,Calf injury - Expected back 25 May,0,16,0.06,209,94,105,50,0.0,0,0.14,2.35,i,255.0
370,Christian Eriksen,52,MID,Man Utd,38,1.58,17.91,1.6,2022-07-15,25455,16,0.0,1021,95,7.3,0,1.41,0,420.5,386,115,4,0,1992-02-14,11,0,0,0.37,0.2,85,0,2024-11-01T10:30:06.566158Z,0,4,0,0,100.0,1.6,156,66.3,37853,p80607,4.0,0.35,True,0.2,0,2.0,3,0,334,2,2.61,0,1.8,4,0,0,0.97,314,0,198,128,303,,False,0,58.0,174,-3,0.3,100.0,236,6,186.8,Eriksen,,0,65,0.03,160,103,228,137,1.6,0,0.23,2.24,a,56.0
371,Jonny Evans,44,DEF,Man Utd,14,0.82,2.62,0.0,2023-07-18,9084,2,0.0,288,80,3.2,0,0.62,0,4.1,490,165,3,0,1988-01-03,3,0,0,0.08,0.01,474,0,2025-01-14T12:00:08.993380Z,0,1,0,3,100.0,0.0,73,6.1,17863,p37642,,0.31,True,0.1,0,,1,1,237,0,0.10,0,2.3,1,0,0,0.94,443,0,62,170,428,,False,0,242.0,163,-1,0.0,100.0,578,3,51.0,Evans,,0,167,0.02,493,233,465,156,0.0,0,0.03,0.02,a,6.0
372,Alejandro Garnacho,59,MID,Man Utd,105,1.46,34.88,4.6,2022-04-15,1269055,35,0.0,2155,56,17.8,0,1.46,0,502.1,75,28,643,0,2004-07-01,23,0,0,7.40,0.11,68,0,2024-10-07T15:30:06.108745Z,0,5,0,7,100.0,4.6,65,182.7,2531702,p493105,,0.21,True,4.9,0,,6,2,148,4,10.12,1,3.0,3,0,0,0.96,14,0,364,23,156,,False,0,10.0,7,-6,0.8,100.0,45,570,445.6,Garnacho,,0,54,0.31,85,16,37,61,4.6,6,0.42,2.72,a,887.0
373,Hannibal Mejbri,45,MID,Man Utd,0,0.0,0.00,0.0,,1740,0,0.0,0,250,0.0,0,0.0,0,0.0,610,279,0,0,,0,0,0,0.00,0.0,702,0,2024-08-30T09:47:42.727251Z,0,0,0,0,0.0,0.0,280,0.0,11905,p465527,,0.0,False,0.0,0,,0,0,710,0,0.00,0,0.0,0,0,0,0.0,683,0,0,240,705,,False,0,,271,0,0.0,0.0,634,0,0.0,Hannibal,Permanent move to Burnley,0,279,0.0,402,234,705,279,0.0,0,0.0,0.00,u,0.0
374,Tom Heaton,39,GKP,Man Utd,0,0.0,0.00,0.0,2021-07-02,22985,0,0.0,0,65,0.0,0,0.0,0,0.0,343,47,29,0,1986-04-15,0,0,0,0.00,0.0,546,0,2025-02-21T15:00:09.688681Z,0,0,0,0,100.0,0.0,47,0.0,24829,p21205,,0.0,True,0.2,0,,1,0,579,0,0.00,0,0.0,0,0,0,0.0,500,0,0,51,569,,False,0,241.0,6,-1,0.0,100.0,429,23,0.0,Heaton,,0,27,0.0,733,29,569,47,0.0,0,0.0,0.00,a,0.0
375,Rasmus Højlund,69,FWD,Man Utd,74,1.45,29.28,2.8,2023-08-05,480273,30,0.0,1815,16,10.7,0,1.49,0,221.4,205,27,178,0,2003-02-04,21,0,0,4.40,0.04,184,0,2024-08-05T15:00:04.427374Z,0,5,0,8,100.0,2.8,28,72.4,486530,p497894,,0.25,True,1.0,0,,1,0,219,1,5.30,2,2.5,2,0,0,1.04,95,0,238,32,314,,False,0,58.0,30,-1,0.4,100.0,131,227,177.6,Højlund,,0,19,0.22,32,12,207,29,2.8,4,0.26,0.90,a,333.0
376,Victor Lindelöf,43,DEF,Man Utd,19,1.27,7.08,1.0,2017-07-01,4877,8,0.0,502,115,4.4,0,1.43,0,39.6,493,143,5,0,1994-07-17,4,0,0,0.00,0.01,378,0,2024-12-20T17:00:08.474761Z,0,1,0,0,100.0,1.0,134,14.0,18310,p184667,,0.18,True,0.1,0,,2,0,396,0,0.06,1,1.4,1,0,0,0.72,442,0,64,172,390,,False,0,206.0,162,-2,0.2,100.0,283,8,93.0,Lindelof,,0,130,0.0,567,83,415,138,1.0,0,0.01,0.06,a,6.0
377,Harry Maguire,49,DEF,Man Utd,40,1.46,25.32,0.6,2019-08-05,105688,26,0.0,1558,28,8.2,0,1.5,0,78.9,230,74,206,0,1993-03-05,17,0,0,1.50,0.01,314,0,2025-03-06T00:00:09.433208Z,0,2,0,3,100.0,0.6,117,65.1,115934,p95658,,0.12,True,0.8,0,,1,0,365,0,1.73,1,1.6,7,0,0,0.98,160,0,186,89,181,,False,0,241.0,25,-1,0.1,100.0,338,421,370.4,Maguire,,0,97,0.09,237,103,232,67,0.6,1,0.1,0.23,a,201.0
378,Kobbie Mainoo,52,MID,Man Utd,40,1.4,24.58,1.6,2022-10-15,156947,27,0.0,1579,105,7.7,0,1.54,0,236.3,151,140,53,0,2005-04-19,19,0,0,0.70,0.07,170,0,2025-02-17T10:00:09.757660Z,0,5,0,0,100.0,1.6,165,54.7,626524,p516895,,0.28,True,1.7,0,,3,0,351,0,1.99,2,1.7,5,0,0,1.08,237,0,218,51,310,,False,0,241.0,134,-3,0.3,100.0,238,46,181.8,Mainoo,,0,116,0.04,176,104,269,140,1.6,0,0.11,1.29,a,125.0
379,Tyrell Malacia,44,DEF,Man Utd,2,0.71,0.78,0.0,2022-07-05,2894,1,0.0,99,95,0.5,0,0.91,0,13.9,680,178,0,0,,2,0,0,0.00,0.02,436,0,2025-02-05T21:04:06.513546Z,0,0,0,0,0.0,0.0,185,1.7,3803,p222690,,0.0,False,0.0,0,,1,0,541,0,0.02,0,0.7,1,0,0,1.82,636,0,2,230,512,,False,0,152.0,252,-1,0.0,0.0,583,0,5.2,Malacia,Loaned to PSV,0,155,0.0,512,236,513,182,0.0,0,0.02,0.02,u,0.0
380,Lisandro Martínez,43,DEF,Man Utd,68,1.55,30.17,0.0,2022-07-17,446329,27,0.0,1751,121,15.8,0,1.39,0,153.9,131,63,83,0,1998-01-18,20,0,0,1.33,0.06,235,0,2025-02-03T02:00:08.575069Z,0,6,0,5,0.0,0.0,19,73.8,795989,p221820,,0.31,True,2.3,0,,2,1,100,1,2.54,0,3.4,7,0,0,1.03,201,0,293,48,161,,False,0,10.0,41,-2,0.0,0.0,566,3,426.6,Martinez,Knee injury - Unknown return date,0,61,0.07,574,225,201,59,0.0,2,0.13,1.21,i,158.0
381,Scott McTominay,49,MID,Man Utd,2,3.49,0.66,0.0,,6691,1,0.0,17,160,0.4,0,5.29,0,0.3,426,243,1,0,,0,0,0,0.07,0.0,512,0,2024-08-31T06:16:49.087133Z,0,0,0,0,0.0,0.0,237,0.9,93431,p195851,,0.0,False,0.1,0,,1,0,511,0,0.07,0,1.0,0,0,0,0.0,453,0,4,147,527,,False,0,,232,-1,0.0,0.0,733,0,3.2,McTominay,Transferred to Napoli,0,249,0.37,250,306,526,243,0.0,0,0.37,0.00,u,5.0
382,Mason Mount,63,MID,Man Utd,19,1.43,7.63,2.0,2023-07-05,18893,11,0.0,479,28,3.0,0,2.07,0,86.4,367,178,72,0,1999-01-10,6,0,0,2.37,0.09,305,0,2024-12-16T09:30:07.044661Z,0,1,0,0,100.0,2.0,201,28.2,28426,p184341,,0.19,True,0.2,0,,2,0,423,0,2.85,1,1.3,3,0,0,1.13,231,0,55,116,408,,False,0,241.0,131,-2,0.3,100.0,190,578,73.0,Mount,,0,181,0.45,54,84,358,190,2.0,1,0.54,0.48,a,129.0
